기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),일사(MJ/m2),3시간신적설(cm),전운량(10분위),시간,노면상태
3.8,0.0,3.1,57.0,4.6,-3.9,0.58,0.0,0.0,17,0.0
1.3,0.0,1.8,59.0,4.0,-5.8,0.74,0.0,9.0,11,0.0
1.0,0.0,2.1,57.0,3.833333333333333,-6.133333333333334,0.65,0.0,8.0,11,0.0
5.1,0.0,2.0,55.0,4.8,-3.2,0.24,0.0,9.0,8,0.0
4.5,0.0,3.2,55.0,4.7,-3.5,0.81,0.0,6.0,15,0.0
4.6,0.0,4.4,56.0,4.8,-3.4,0.0,0.0,8.0,19,0.0
5.7,0.0,3.2,55.0,5.0,-2.6,0.0,0.0,9.0,8,0.0
4.7,0.0,3.7,56.0,4.8,-3.3,0.35,0.0,3.0,18,0.0
5.7,0.0,2.5,57.0,5.2,-2.1,0.04,0.0,10.0,8,0.0
5.4,0.0,2.8,57.0,5.1,-2.4,0.0,0.0,7.666666666666667,19,0.0
4.4,0.0,1.4,56.0,4.7,-3.6,1.09,0.0,0.0,10,0.0
3.7,0.0,1.3,58.0,4.6,-3.8,0.0,0.0,8.0,20,0.0
3.8,0.0,1.9,56.0,4.5,-4.1,1.15,0.0,0.0,10,0.0
2.7,0.0,2.6,56.0,4.266666666666667,-4.933333333333333,0.2,0.0,3.0,8,0.0
5.5,0.0,2.8,57.0,5.2,-2.3,0.0,0.0,6.333333333333333,19,0.0
2.6,0.0,1.5,59.0,4.3,-4.6,0.05,0.0,10.0,18,0.0
4.9,0.0,1.9,56.0,4.9,-3.1,1.76,0.0,0.0,10,0.0
1.2,0.0,1.4,57.0,3.8,-6.3,0.4,0.0,9.0,10,0.0
1.4,0.0,2.6,58.0,3.9,-5.9,0.12,0.0,5.0,8,0.0
1.4,0.0,2.7,57.0,3.8,-6.2,0.0,0.0,7.0,8,0.0
4.9,0.0,2.6,58.0,5.0,-2.6,0.55,0.0,9.0,11,0.0
1.3,0.0,2.3,58.0,3.9,-6.0,0.01,0.0,7.0,8,0.0
5.0,0.0,2.5,57.0,5.066666666666666,-2.6,0.0,0.0,3.6666666666666665,7,0.0
4.4,0.0,7.2,58.0,4.9,-3.1,0.53,0.0,9.0,16,0.0
4.4,0.0,2.3,56.0,4.7,-3.6,0.0,0.0,8.0,19,0.0
5.5,0.0,1.8,58.0,4.466666666666667,-4.699999999999999,1.45,0.0,0.0,10,0.0
1.7,0.0,2.5,56.0,3.9,-6.1,0.97,0.0,8.0,12,0.0
7.2,0.0,3.1,56.0,5.7,-1.0,0.25,0.0,10.0,12,0.0
3.2,0.0,1.0,57.0,4.4,-4.5,0.0,0.0,9.0,20,0.0
3.8,0.0,2.8,55.0,4.4,-4.4,0.05,0.0,10.0,9,0.0
3.0,0.0,0.6,59.0,4.5,-4.2,0.46,0.0,10.0,14,0.0
1.9,0.0,0.8,57.0,4.0,-5.7,0.19,0.0,8.0,17,0.0
3.0,0.0,6.1,56.0,4.2,-4.9,0.97,0.0,5.0,15,0.0
1.8,0.0,3.4,56.0,3.9,-6.0,1.15,0.0,8.0,13,0.0
1.8,0.0,1.2,57.0,4.0,-5.8,1.61,0.0,2.0,12,0.0
6.9,0.05,4.6,56.0,5.6,-1.2,0.29,0.0,10.0,15,0.0
5.3,0.0,5.1,57.0,5.1,-2.5,0.05,0.0,10.0,8,0.0
3.5,0.0,2.2,58.0,4.5,-4.0,0.0,0.0,0.0,19,0.0
5.1,0.0,2.1,57.0,5.0,-2.7,0.0,0.0,4.0,20,0.0
6.2,0.0,2.7,56.0,5.3,-1.9,0.18,0.0,1.0,17,0.0
7.8,0.0,2.4,56.0,5.9,-0.4,0.85,0.0,6.0,12,0.0
4.4,0.0333333333333333,7.1,55.0,4.6,-3.8,0.65,0.0,9.0,14,0.0
5.6,0.0,2.2,55.0,5.0,-2.7,0.35,0.0,5.0,8,0.0
4.6,0.0,2.5,57.0,4.8,-3.2,0.0,0.0,7.0,21,0.0
5.9,0.0,4.3,57.0,5.3,-1.9,0.69,0.0,9.0,16,0.0
3.4,0.0,2.3,59.0,4.6,-3.8,0.05,0.0,1.0,18,0.0
4.9,0.0,0.6,57.0,4.9,-2.9,0.0,0.0,3.0,7,0.0
0.7,0.0,5.4,58.0,3.7,-6.6,0.58,0.0,7.0,11,0.0
3.2,0.0,4.8,58.0,4.5,-4.2,0.49,0.0,1.0,10,0.0
3.4,0.0,0.9,58.0,4.5,-4.0,0.0,0.0,0.0,19,0.0
1.7,0.0333333333333333,2.0,58.0,4.0,-5.6,0.16,0.0,9.0,8,0.0
5.1,0.0,1.4,58.0,5.1,-2.4,0.27,0.0,5.0,17,0.0
2.9,0.0,2.7,59.0,4.4,-4.3,0.0,0.0,7.0,20,0.0
6.6,0.0,3.8,56.0,5.5,-1.5,0.57,0.0,6.0,18,0.0
0.9,0.0,2.9,58.0,3.8,-6.4,0.39,0.0,7.0,16,0.0
7.1,0.0,3.5,55.0,5.6,-1.3,1.12,0.0,2.0,15,0.0
6.2,0.0333333333333333,3.8,57.0,5.4,-1.7,0.43,0.0,10.0,11,0.0
2.9,0.0,3.6,57.0,4.3,-4.7,0.17,0.0,2.0,18,0.0
5.9,0.0,1.1,57.0,5.3,-1.9,0.03,0.0,3.0,18,0.0
6.6,0.0,1.3,57.0,5.6,-1.3,1.32,0.0,0.0,11,0.0
3.1,0.0,2.1,56.0,4.3,-4.8,0.32,0.0,8.0,17,0.0
5.9,0.0666666666666666,5.3,57.0,5.3,-1.9,0.6,0.0,8.0,17,0.0
7.3,0.05,3.9,55.0,5.6,-1.1,0.16,0.0,7.0,17,0.0
1.7,0.0,0.8,58.0,4.0,-5.6,0.0,0.0,4.0,18,0.0
1.4,0.0,5.0,58.0,3.9,-5.9,0.04,0.0,9.0,17,0.0
2.0,0.0,3.9,58.0,4.1,-5.4,0.02,0.0,9.0,8,0.0
7.9,0.0,0.9,56.0,6.0,-0.3,0.44,0.0,5.0,10,0.0
4.8,0.0,2.4,58.0,5.0,-2.7,0.06,0.0,9.0,9,0.0
4.5,0.0,4.3,56.0,4.7,-3.5,0.01,0.0,5.666666666666667,19,0.0
3.8,0.0,4.5,55.0,4.4,-4.4,0.38,0.0,5.0,9,0.0
3.4,0.0,2.3,59.0,4.6,-3.8,0.64,0.0,8.0,12,0.0
1.6,0.0,2.3,59.0,4.1,-5.5,1.16,0.0,2.0,11,0.0
1.0,0.0,2.9,57.0,3.8,-6.5,0.19,0.0,9.0,9,0.0
1.4,0.0,3.0,57.0,3.8,-6.2,0.19,0.0,4.0,8,0.0
5.7,0.0,2.3,58.0,5.3,-1.9,2.08,0.0,3.0,11,0.0
3.8,0.0,1.9,57.0,4.6,-3.9,0.0,0.0,6.0,21,0.0
6.5,0.0,1.9,55.0,5.3,-1.9,0.81,0.0,3.0,16,0.0
3.9,0.0,1.6,58.0,4.7,-3.6,0.0,0.0,3.0,21,0.0
2.9,0.0,1.3,56.0,4.2,-5.0,1.2,0.0,0.0,11,0.0
0.4,0.0,2.1,58.0,3.6,-6.9,0.68,0.0,8.0,9,0.0
0.8,0.0,1.8,57.0,3.7,-6.7,0.81,0.0,8.0,11,0.0
0.0,0.0,3.4,59.0,3.6,-7.0,0.6,0.0,6.0,10,0.0
3.5,0.0,1.9,59.0,4.7,-3.5,0.01,0.0,6.0,18,0.0
2.1,0.0,0.7,56.0,4.0,-5.7,0.0,0.0,9.0,7,0.0
4.9,0.0,1.8,58.0,5.166666666666666,-2.2,0.32,0.0,8.0,10,0.0
2.4,0.0,3.2,57.0,4.2,-5.2,0.0,0.0,9.0,19,0.0
6.8,0.0,2.7,54.0,5.4,-1.8,0.57,0.0,10.0,11,0.0
3.6,0.0,4.4,57.0,4.5,-4.1,0.0,0.0,8.0,21,0.0
3.6,0.0,4.4,57.0,4.5,-4.1,0.0,0.0,3.0,20,0.0
3.4,0.0,3.0,57.0,4.5,-4.1,0.11,0.0,0.0,18,0.0
2.6,0.0,4.5,57.0,4.2,-5.0,0.0,0.0,3.0,18,0.0
8.0,0.0,1.8,54.0,5.8,-0.7,0.57,0.0,9.0,13,0.0
2.8,0.0,3.0,57.0,4.3,-4.8,0.4,0.0,0.0,8,0.0
2.0,0.0,1.2,59.0,4.2,-5.1,0.32,0.0,7.0,9,0.0
2.8,0.0,0.7,57.0,4.3,-4.8,0.0,0.0,9.0,6,0.0
1.5,0.0,1.1,56.0,3.8,-6.3,0.12,0.0,7.0,9,0.0
4.5,0.0,4.2,56.0,4.7,-3.5,1.2,0.0,0.0,16,0.0
2.2,0.0,3.2,57.0,4.2,-5.066666666666666,0.0,0.0,9.0,19,0.0
7.1,0.0,3.9,56.0,5.6,-1.1,0.48,0.0,7.0,17,0.0
3.4,0.0,3.3,59.0,4.6,-3.8,0.13,0.0,8.0,18,0.0
5.2,0.0,2.6,58.0,5.1,-2.4,0.1,0.0,3.0,18,0.0
6.2,0.0,1.6,56.0,5.3,-1.9,0.0,0.0,7.333333333333333,19,0.0
-0.1,0.0,1.9,59.0,3.6,-7.1,0.62,0.0,8.0,10,0.0
-0.2,0.0,3.3,59.0,3.6,-7.2,1.26,0.0,7.0,13,0.0
7.4,0.0,1.4,55.0,5.166666666666667,-2.333333333333333,1.47,0.0,1.0,11,0.0
4.4,0.0,2.6,56.0,4.7,-3.6,1.16,0.0,0.0,9,0.0
1.7,0.0,2.2,57.0,3.9,-5.9,0.0,0.0,5.0,6,0.0
2.3,0.0,3.8,59.0,4.2,-4.9,0.0,0.0,9.0,20,0.0
5.5,0.0,3.1,57.0,5.2,-2.3,0.0,0.0,10.0,7,0.0
5.2,0.05,2.5,56.0,5.0,-2.8,0.0,0.0,10.0,6,0.0
6.6,0.0,1.1,57.0,5.6,-1.3,0.0,0.0,5.0,7,0.0
1.3,0.0,1.9,58.0,3.9,-6.0,0.02,0.0,9.0,18,0.0
0.8,0.0,3.3,57.0,3.7,-6.7,1.05,0.0,7.0,10,0.0
2.1,0.0,3.0,57.0,4.1,-5.5,1.38,0.0,0.0,11,0.0
3.5,0.0,4.8,59.0,4.6,-3.7,0.03,0.0,2.0,19,0.0
2.0,0.0,5.5,56.0,4.0,-5.8,1.41,0.0,7.0,14,0.0
4.1,0.0,4.2,59.0,4.8,-3.2,0.42,0.0,4.0,17,0.0
1.1,0.0,2.2,57.0,3.8,-6.4,0.0,0.0,7.0,7,0.0
2.1,0.0,0.7,57.0,4.1,-5.5,0.78,0.0,0.0,10,0.0
8.4,0.0333333333333333,4.0,54.0,6.0,-0.3,1.76,0.0,7.0,11,0.0
5.7,0.0,3.1,57.0,5.2,-2.1,0.0,0.0,2.333333333333333,19,0.0
3.5,0.0,1.1,57.0,4.5,-4.2,0.0,0.0,8.0,21,0.0
1.2,0.0,2.3,56.0,3.9,-5.966666666666667,0.35,0.0,10.0,10,0.0
2.8,0.0,1.6,58.0,4.3,-4.6,1.14,0.0,0.0,10,0.0
4.0,0.0,0.5,58.0,4.7,-3.5,0.0,0.0,0.0,20,0.0
4.4,0.0,4.3,57.0,4.8,-3.3,0.0,0.0,9.0,21,0.0
4.1,0.0,1.5,57.0,5.466666666666667,-1.6333333333333333,0.0,0.0,8.0,7,0.0
6.3,0.0,2.0,55.0,5.3,-2.0,0.02,0.0,10.0,18,0.0
2.3,0.0,1.9,57.0,4.1,-5.3,0.11,0.0,3.0,18,0.0
3.5,0.0,2.3,59.0,4.6000000000000005,-3.9,0.0,0.0,0.6666666666666667,19,0.0
2.7,0.0,5.2,56.0,4.2,-6.260000000000001,1.06,0.0,6.0,14,0.0
4.7,0.0,1.9,58.0,5.0,-2.8,0.12,0.0,10.0,16,0.0
-0.5,0.05,1.0,60.0,3.5,-7.3,0.48,0.0,7.0,15,0.0
2.9,0.0,1.6,57.0,4.3,-4.7,0.0,0.0,3.0,6,0.0
4.9,0.0,0.4,57.0,4.9,-2.9,0.0,0.0,4.0,6,0.0
2.0,0.0,2.4,58.0,4.1,-5.4,0.11,0.0,2.0,8,0.0
3.9,0.0,6.7,55.0,4.4,-4.3,1.76,0.0,6.0,13,0.0
5.0,0.0,1.5,58.0,5.1,-2.5,0.71,0.0,10.0,13,0.0
3.2,0.0,0.9,58.0,4.5,-4.2,1.06,0.0,0.0,10,0.0
1.1,0.0,3.2,59.0,3.9,-6.0,0.23,0.0,7.0,9,0.0
3.8,0.0,2.4,56.0,4.5,-4.1,0.32,0.0,1.0,8,0.0
4.5,0.0,3.4,58.0,5.366666666666667,-1.7333333333333334,0.39,0.0,6.666666666666667,10,0.0
5.3,0.0,2.8,56.0,5.0,-2.7,0.31,0.0,0.0,17,0.0
6.6,0.0,0.6,57.0,5.566666666666666,-1.2,1.0,0.0,7.333333333333333,13,0.0
4.4,0.0,4.6,56.0,4.7,-3.6,0.09,0.0,5.0,19,0.0
0.9,0.0,0.7,57.0,3.7,-6.6,0.0,0.0,8.0,8,0.0
4.3,0.0,1.3,57.0,4.8,-3.4,0.0,0.0,1.0,20,0.0
8.1,0.0,2.6,55.0,5.9,-0.4,1.62,0.0,1.0,12,0.0
1.0,0.0,2.8,59.0,3.9,-6.1,0.0,0.0,6.0,19,0.0
4.1,0.0,3.3,58.0,4.8,-3.4,0.0,0.0,9.0,20,0.0
8.0,0.0,2.4,54.0,5.8,-0.7,0.59,0.0,8.0,10,0.0
3.9,0.0,4.0,56.0,4.5,-4.0,0.18,0.0,4.0,18,0.0
5.8,0.0,5.2,57.0,5.3,-2.0,0.05,0.0,3.0,19,0.0
7.6,0.0333333333333333,2.0,54.0,5.6,-1.1,0.38,0.0,10.0,14,0.0
5.7,0.0,3.4,56.0,5.1,-2.4,0.16,0.0,0.0,17,0.0
3.7,0.0,1.7,56.0,4.5,-4.2,0.07,0.0,1.0,8,0.0
5.8,0.0,1.2,58.0,5.4,-1.8,1.07,0.0,5.0,11,0.0
1.2,0.0,1.0,58.0,3.9,-5.9,0.0,0.0,10.0,18,0.0
5.9,0.0,1.6,56.0,5.2,-2.2,0.41,0.0,0.0,9,0.0
4.6,0.0,2.5,55.0,4.733333333333333,-3.3666666666666667,0.47,0.0,4.333333333333333,16,0.0
3.2,0.0,2.7,55.0,4.2,-4.9,0.75,0.0,7.0,13,0.0
5.1,0.0,2.6,57.0,5.1,-2.5,0.0,0.0,4.0,6,0.0
6.2,0.0,2.6,57.0,5.4,-1.7,0.98,0.0,9.0,16,0.0
5.4,0.0,2.9,57.0,5.1,-2.4,0.0,0.0,10.0,19,0.0
3.7,0.05,4.5,59.0,4.8,-3.3,0.3,0.0,5.0,18,0.0
5.8,0.0,2.3,55.0,5.1,-2.5,0.19,0.0,4.0,17,0.0
6.2,0.0,1.7,57.0,5.4,-1.7,0.65,0.0,8.0,17,0.0
8.1,0.0,1.9,55.0,6.0,-0.1,1.44,0.0,1.0,12,0.0
2.9,0.0,1.3,58.0,4.4,-4.5,0.0,0.0,3.0,21,0.0
2.6,0.0,7.8,59.0,4.3,-4.6,1.46,0.0,5.0,11,0.0
5.0,0.0,1.7,58.0,5.1,-2.5,0.67,0.0,10.0,11,0.0
5.8,0.0,1.6,55.0,5.1,-2.5,0.02,0.0,7.0,18,0.0
1.2,0.0,1.9,57.0,3.8,-6.3,0.0,0.0,8.0,6,0.0
4.8,0.0,1.7,57.0,4.9,-3.0,0.0,0.0,8.0,21,0.0
6.1,0.0,0.8,55.0,5.2,-2.2,0.03,0.0,8.0,7,0.0
5.5,0.0,2.4,58.0,5.2,-2.1,0.22,0.0,2.0,17,0.0
6.1,0.05,3.7,56.0,5.3,-2.0,0.0,0.0,10.0,19,0.0
0.6,0.0,0.7,57.0,3.6,-6.9,0.91,0.0,7.0,11,0.0
6.9,0.0,3.0,57.0,5.7,-1.0,0.89,0.0,0.0,10,0.0
4.2,0.0,2.6,59.0,4.9,-3.1,0.78,0.0,7.0,13,0.0
0.5,0.0,0.7,60.0,3.9,-6.1,0.0,0.0,5.0,18,0.0
0.8,0.0333333333333333,1.6,58.0,3.8,-6.5,0.08,0.0,9.0,17,0.0
3.9,0.0,3.6,56.0,4.5,-4.0,0.0,0.0,7.666666666666667,19,0.0
5.3,0.0,2.3,54.0,4.9,-3.0,0.71,0.0,9.0,12,0.0
6.1,0.0,2.7,57.0,5.4,-1.7,0.5,0.0,10.0,15,0.0
5.2,0.0,4.0,55.0,4.9,-3.1,1.66,0.0,0.0,12,0.0
3.2,0.0333333333333333,2.7,56.0,4.633333333333334,-3.833333333333333,0.0,0.0,9.333333333333334,19,0.0
7.9,0.0,2.3,56.0,6.0,-0.3,2.16,0.0,7.0,11,0.0
7.2,0.0,0.5,56.0,5.7,-1.0,0.0,0.0,9.0,7,0.0
0.9,0.0,1.4,58.0,3.8,-6.4,0.09,0.0,10.0,17,0.0
5.7,0.0,3.4,55.0,5.0,-2.6,0.45,0.0,7.0,18,0.0
3.2,0.0,1.2,57.0,4.4,-4.5,0.0,0.0,8.0,21,0.0
2.0,0.0,2.7,57.0,4.1,-5.4,0.0,0.0,3.0,18,0.0
1.1,0.0,1.0,58.0,3.8,-6.2,0.0,0.0,9.0,18,0.0
2.7,0.0,3.7,56.0,4.2,-5.2,0.38,0.0,0.0,9,0.0
2.9,0.0,0.3,58.0,4.4,-4.5,0.0,0.0,9.0,21,0.0
0.3,0.0,3.1,58.0,3.6,-7.0,0.0,0.0,9.0,8,0.0
7.6,0.0,2.5,56.0,5.8,-0.6,0.28,0.0,6.0,16,0.0
0.2,0.0,1.8,58.0,3.6,-7.1,0.14,0.0,8.0,8,0.0
0.4,0.0,1.8,59.0,3.7,-6.6,0.12,0.0,8.0,9,0.0
8.8,0.0,1.7,55.0,6.2,0.2,1.57,0.0,7.0,12,0.0
1.3,0.0,4.3,60.0,4.0,-5.6,0.21,0.0,8.0,17,0.0
4.8,0.0,4.2,58.0,5.0,-2.7,0.05,0.0,10.0,16,0.0
8.8,0.0,2.5,54.0,6.1,0.0,0.5,0.0,9.0,10,0.0
-0.5,0.05,1.9,59.0,3.5,-7.5,0.48,0.0,9.0,12,0.0
4.5,0.0,4.5,58.0,4.9,-3.0,1.41,0.0,0.0,10,0.0
2.9,0.0,1.4,59.0,4.4,-4.3,0.21,0.0,6.0,9,0.0
1.1,0.0,2.5,56.0,3.7,-6.7,0.32,0.0,8.0,10,0.0
1.8,0.0,3.0,57.0,4.0,-5.6,0.0,0.0,3.0,6,0.0
5.4,0.0,3.2,58.0,5.2,-2.2,0.61,0.0,9.0,11,0.0
4.0,0.0,2.2,55.0,4.5,-4.2,0.99,0.0,2.0,9,0.0
5.1,0.0,1.5,55.0,5.033333333333333,-2.6333333333333333,0.88,0.0,0.0,10,0.0
1.7,0.0,1.5,58.0,4.0,-5.6,0.0,0.0,7.0,20,0.0
7.5,0.0,4.0,54.0,5.6,-1.2,1.07,0.0,7.0,14,0.0
3.1,0.0,0.4,58.0,4.4,-4.3,0.0,0.0,9.0,21,0.0
1.2,0.0,2.5,59.0,3.9,-5.9,0.0,0.0,8.666666666666666,20,0.0
7.0,0.0,2.0,55.0,5.5,-1.4,0.35,0.0,6.0,18,0.0
1.3,0.0,1.7,58.0,3.933333333333333,-5.8,0.0,0.0,9.666666666666666,19,0.0
6.3,0.0,1.4,54.0,5.2,-2.3,0.57,0.0,8.0,10,0.0
1.8,0.0,2.9,58.0,4.133333333333334,-5.266666666666667,0.0,0.0,3.0,7,0.0
5.9,0.0,2.8,55.0,5.1,-2.4,1.23,0.0,0.0,10,0.0
8.0,0.0,0.7,56.0,6.0,-0.2,1.18,0.0,1.0,11,0.0
6.0,0.0,0.9,57.0,5.4,-1.8,0.26,0.0,10.0,16,0.0
0.5,0.0,2.3,57.0,3.6,-7.0,0.16,0.0,7.0,9,0.0
0.6,0.0,3.0,57.0,3.6,-6.9,0.08,0.0,9.0,9,0.0
3.1,0.0,1.6,59.0,4.5,-4.1,0.0,0.0,0.0,20,0.0
4.0,0.0,4.5,56.0,4.5,-4.0,0.01,0.0,6.333333333333333,19,0.0
6.7,0.0,5.8,54.0,5.3,-1.9,1.76,0.0,7.0,12,0.0
5.3,0.0,3.2,54.0,4.8,-3.2,0.67,0.0,10.0,13,0.0
1.6,0.0,4.5,60.0,4.1,-5.3,0.2,0.0,7.0,17,0.0
4.6,0.0,5.3,58.0,4.9,-2.9,0.91,0.0,0.0,10,0.0
3.7,0.0,1.8,59.0,4.7,-3.5,0.51,0.0,3.0,11,0.0
4.6,0.0,2.0,55.0,4.7,-3.6,0.0,0.0,10.0,7,0.0
0.2,0.0,4.2,58.0,3.6,-7.1,0.05,0.0,8.0,8,0.0
5.9,0.0333333333333333,1.6,57.0,5.3,-1.9,0.28,0.0,10.0,17,0.0
1.6,0.0,1.2,56.0,3.8,-6.2,0.01,0.0,10.0,7,0.0
1.3,0.0,3.3,58.0,3.6666666666666665,-6.733333333333333,1.26,0.0,0.6666666666666666,11,0.0
0.5,0.0,3.6,57.0,3.6,-7.0,1.06,0.0,8.0,13,0.0
2.8,0.0,2.1,58.0,4.3,-4.6,0.34,0.0,1.0,8,0.0
6.2,0.0,5.0,54.0,5.1,-2.4,1.68,0.0,7.0,11,0.0
0.4,0.05,1.9,57.0,3.6,-7.1,0.42,0.0,9.0,12,0.0
5.2,0.0,1.9,56.0,5.0,-2.8,0.01,0.0,0.0,18,0.0
4.5,0.0,2.2,55.0,4.733333333333333,-3.5,0.2,0.0,6.666666666666667,17,0.0
6.8,0.0,2.9,57.0,5.7,-0.9,0.91,0.0,0.0,9,0.0
4.5,0.0,1.2,58.0,4.9,-3.0,0.0,0.0,9.0,19,0.0
6.6,0.0,4.4,54.0,5.3,-2.0,0.28,0.0,8.0,10,0.0
1.9,0.0,2.9,56.0,3.9,-5.9,0.23,0.0,2.0,8,0.0
8.7,0.0,3.3,54.0,6.1,-0.1,0.96,0.0,9.0,13,0.0
1.0,0.0,3.5,59.0,3.9,-6.1,1.16,0.0,0.0,12,0.0
1.0,0.0,2.4,57.0,3.8,-6.5,0.0,0.0,9.0,6,0.0
6.9,0.0,2.9,56.0,5.6,-1.2,0.21,0.0,0.0,17,0.0
1.1,0.0,1.3,58.0,3.8,-6.2,1.73,0.0,0.0,12,0.0
9.0,0.0,3.6,55.0,6.3,0.4,1.84,0.0,6.0,12,0.0
3.9,0.0,3.2,59.0,4.8,-3.3,0.0,0.0,3.0,19,0.0
1.8,0.0,2.4,60.0,4.2,-5.1,0.24,0.0,7.0,17,0.0
0.3,0.0,3.9,60.0,3.8,-6.5,0.71,0.0,7.0,11,0.0
1.5,0.0,2.1,58.0,4.0,-5.8,0.03,0.0,1.0,8,0.0
7.2,0.0,2.5,57.0,5.8,-0.7,2.01,0.0,4.0,12,0.0
6.5,0.0,3.0,56.0,5.4,-1.6,0.0,0.0,2.0,19,0.0
4.0,0.0,2.5,59.0,4.8,-3.3,0.59,0.0,7.0,11,0.0
3.0,0.0,4.9,55.0,4.2,-5.1,1.03,0.0,9.0,13,0.0
4.6,0.0,3.5,57.0,4.8,-3.2,0.0,0.0,0.0,20,0.0
7.6,0.0,1.9,56.0,5.8,-0.6,0.66,0.0,10.0,12,0.0
5.9,0.0,3.8,54.0,5.0,-2.7,1.91,0.0,6.0,11,0.0
1.6,0.0,1.2,57.0,3.9,-6.0,0.93,0.0,0.0,11,0.0
2.5,0.0,1.5,59.0,4.3,-4.7,0.94,0.0,1.0,10,0.0
1.6,0.0,1.7,59.0,4.1,-5.5,0.01,0.0,4.0,8,0.0
1.2,0.0,2.8,60.0,4.133333333333333,-5.266666666666667,0.0,0.0,4.0,19,0.0
1.8,0.0,2.7,60.0,4.2,-5.1,0.0,0.0,7.0,18,0.0
7.1,0.0,2.2,56.0,5.6,-1.1,0.02,0.0,4.0,18,0.0
-0.6,0.0,0.8,60.0,3.5,-7.4,1.02,0.0,3.0,14,0.0
5.1,0.0,2.3,58.0,5.1,-2.4,0.01,0.0,0.0,19,0.0
0.1,0.0,5.8,58.0,3.6,-7.2,0.99,0.0,8.0,12,0.0
6.0,0.0,1.9,58.0,5.4,-1.6,0.71,0.0,5.0,10,0.0
4.7,0.0,2.5,57.0,4.9,-3.1,0.0,0.0,6.0,22,0.0
2.7,0.0,1.7,55.0,4.1,-5.4,1.01,0.0,6.0,12,0.0
3.7,0.0,3.3,59.0,4.7,-3.5,0.0,0.0,3.0,20,0.0
9.1,0.0,2.5,54.0,6.3,0.6,1.25,0.0,6.0,12,0.0
2.0,0.0,2.6,58.0,4.1,-5.4,0.0,0.0,8.0,21,0.0
1.7,0.0,2.7,56.0,3.9,-6.1,0.0,0.0,3.0,7,0.0
3.0,0.0,3.3,55.0,4.233333333333333,-5.0,0.0,0.0,9.333333333333334,8,0.0
7.1,0.0,3.8,56.0,5.6,-1.1,0.31,0.0,3.0,18,0.0
7.6,0.05,6.4,56.0,5.8,-0.6,0.54,0.0,8.0,15,0.0
3.7,0.0,2.2,59.0,4.7,-3.5,1.13,0.0,6.0,10,0.0
5.3,0.4833333333333333,1.5,56.0,5.0,-2.7,0.0,0.0,9.0,5,0.0
5.1,0.0,2.5,56.0,4.9,-2.9,0.54,0.0,0.0,8,0.0
4.5,0.0,5.1,56.0,4.7,-3.5,0.0,0.0,6.333333333333333,20,0.0
2.9,0.0,2.1,59.0,4.633333333333333,-3.666666666666667,0.0,0.0,7.333333333333333,20,0.0
6.1,0.0,3.1,54.0,5.1,-2.5,0.37,0.0,10.0,10,0.0
1.7,0.0,3.0,56.0,3.9,-6.1,0.68,0.0,7.0,15,0.0
0.8,0.0333333333333333,0.5,56.0,3.6,-6.9,0.63,0.0,8.0,11,0.0
7.5,0.0,3.7,55.0,5.933333333333333,-0.4333333333333334,0.01,0.0,8.333333333333334,17,0.0
1.7,0.0,2.1,60.0,4.2,-5.2,0.59,0.0,8.0,15,0.0
4.1,0.0,1.9,57.0,4.7,-3.6,0.0,0.0,8.0,22,0.0
5.5,0.0,2.0,55.0,5.0,-2.8,0.01,0.0,5.0,18,0.0
0.9,0.55,5.1,57.0,3.7,-6.6,0.59,0.0,8.0,16,0.0
0.4,0.0,0.8,60.0,3.8666666666666663,-6.166666666666666,0.0,0.0,5.333333333333333,19,0.0
1.8,0.0,0.7,58.0,3.966666666666667,-5.833333333333333,0.0,0.0,4.666666666666667,20,0.0
1.6,0.0,1.5,57.0,3.9,-6.0,0.33,0.0,0.0,9,0.0
2.8,0.0,1.1,55.0,4.1,-5.3,0.67,0.0,9.0,13,0.0
1.3,0.0,1.6,60.0,4.0,-5.6,0.7,0.0,9.0,14,0.0
2.7,0.0,2.5,56.0,4.2,-5.2,0.13,0.0,0.0,8,0.0
5.9,0.0,2.1,54.0,5.0,-2.7,1.73,0.0,5.0,11,0.0
0.9,0.0,1.7,58.0,3.8,-6.4,0.59,0.0,0.0,10,0.0
3.7,0.0,2.6,59.0,4.7,-3.5,0.46,0.0,7.0,10,0.0
6.1,0.0,2.8,58.0,5.5,-1.5,1.08,0.0,3.0,10,0.0
2.9,0.0,2.9,55.0,4.2,-5.2,0.0,0.0,9.0,8,0.0
4.2,0.0,3.1,55.0,4.5,-4.0,0.76,0.0,1.0,9,0.0
1.5,0.0,1.6,60.0,4.1,-5.4,0.01,0.0,9.0,18,0.0
4.0,0.0,1.9,58.0,4.8,-3.3,0.0,0.0,0.0,21,0.0
5.4,0.0166666666666666,4.7,58.0,5.2,-2.2,0.42,0.0,8.0,16,0.0
4.9,0.0,4.0,58.0,5.0,-2.6,0.03,0.0,7.333333333333333,19,0.0
4.7,0.0,5.4,55.0,4.7,-3.5,0.92,0.0,0.0,10,0.0
2.2,0.0,3.7,56.0,4.0,-5.6,1.66,0.0,0.0,11,0.0
3.5,0.0,1.0,59.0,4.6,-3.7,0.0,0.0,8.0,19,0.0
